IDENTIFICADOR_UNICO_FICHA;MODALIDAD_FORMACION;NIVEL_FORMACION;NOMBRE_JORNADA;CODIGO_SECTOR_PROGRAMA;CODIGO_PROGRAMA;DURACION_PROGRAMA;CODIGO_MUNICIPIO_CURSO;TOTAL_APRENDICES;Menores y mayores a 15 activos
1828776;1;1;1;2;41310745;100;1;23;1
1813419;1;1;2;4;83920032;80;1;17;1
1828338;1;1;1;6;86110372;80;1;11;0
1685999;1;1;2;4;33130024;40;1;16;1
1717970;1;1;2;6;52450015;120;256;19;0
1696017;1;1;2;6;83230006;40;318;20;1
1721446;1;1;2;3;13410412;40;1;31;1
1805051;1;1;2;6;22510009;40;1;16;1
1805749;1;1;1;4;12210236;20;1;25;1
1721439;1;1;2;6;22420017;40;1;18;1
1822948;1;1;2;6;86110020;80;807;17;1
1719411;1;1;2;1;76130595;40;698;25;1
1822947;1;1;2;6;52440021;60;1;20;0
1806408;1;1;2;3;83830185;70;1;43;1
1725518;1;1;2;1;66330006;60;318;17;1
1672338;1;5;2;4;832415;2200;1;24;0
1802693;1;1;2;6;52442194;300;1;26;1
1679109;1;5;2;2;836222;1940;1;38;1
1721449;1;1;2;2;52442073;60;1;16;1
1697915;1;5;2;2;821225;2200;1;21;1
1681728;1;1;2;5;22310068;40;548;31;1
1446456;1;6;2;2;223310;3880;845;40;1
1710133;1;1;2;2;52441147;80;1;20;1
1722202;1;1;2;3;13120287;40;698;15;1
1817304;1;1;2;6;83220020;40;318;13;0
1716736;4;1;2;3;2000003;320;824;35;1
1840152;4;1;2;2;83830285;320;807;30;1
1635857;1;5;1;2;834401;2200;1;23;0
1798132;1;1;2;2;21330020;80;1;16;0
1470508;1;5;2;4;228172;1900;1;27;1
1722230;1;1;2;4;12210506;20;698;15;1
1730667;1;1;2;2;21330020;80;1;15;1
1676274;4;1;2;2;52442191;300;399;49;1
1690694;1;1;2;6;63210002;60;1;28;1
1742366;1;1;2;5;41750023;40;1;26;1
1737957;1;1;2;5;22510037;40;1;25;1
1580487;1;6;2;6;224130;3110;1;32;1
1692462;1;1;2;4;13120242;60;212;33;1
1800312;1;1;2;3;52441379;40;807;12;0
1872074;1;1;2;4;84710080;90;212;25;1
1811272;1;1;2;2;52442073;60;256;15;1
1692461;1;1;2;4;13120242;60;212;36;1
1731284;1;1;2;6;83610021;40;1;33;1
1430268;1;6;1;6;228181;3885;1;24;0
1692478;1;1;2;6;22410074;40;1;20;1
1845633;1;1;2;6;13210021;40;1;12;0
1800333;1;1;2;6;22620050;40;1;23;1
1831189;1;1;2;6;52270001;60;1;21;1
1677602;1;1;2;6;84110003;40;573;18;0
1720467;1;1;2;2;22510127;40;318;22;1
1704581;1;1;2;6;13530036;50;698;31;1
1492331;1;5;2;6;831104;1500;1;13;0
1709397;1;1;2;2;22620414;40;1;22;1
1833059;1;1;2;2;41310744;40;256;21;1
1860643;1;1;2;2;22510127;40;548;18;1
1709400;1;1;2;6;22810168;32;256;14;0
1478797;1;5;2;4;228172;1900;532;36;1
1800122;1;1;2;2;83210027;40;318;15;1
1719514;1;1;2;4;11110098;40;548;24;1
1834105;1;1;2;6;93510008;40;1;17;1
1811249;1;1;2;2;52442073;60;256;19;1
1806298;1;1;1;4;13120325;40;1;25;1
1743510;1;1;2;4;13120438;40;318;18;0
1823881;1;1;2;4;84920079;40;845;26;1
1797810;1;1;2;2;52450408;60;1;30;1
1334152;1;6;2;6;525203;3360;743;36;1
1721440;1;1;2;4;86120350;50;1;17;1
1485016;1;5;2;6;841101;1710;1;35;1
1805141;1;1;2;6;84510042;80;455;27;1
1730232;1;1;2;2;22620414;40;1;19;1
1713793;1;1;2;6;52450045;60;1;23;1
1625412;1;5;1;4;228185;1900;1;28;1
1694737;1;1;2;2;52441515;40;1;25;1
1798134;1;1;2;4;63210016;30;1;11;0
1806428;1;1;2;2;52442073;60;1;13;0
1676094;4;1;2;6;52450031;320;75;36;1
1800335;1;1;2;4;13120242;60;807;16;1
1477898;1;5;2;6;228120;1940;1;31;0
1675031;1;1;2;1;83730044;350;693;22;1
1499382;1;6;2;4;228106;3410;1;28;0
1505829;1;5;2;4;228172;1900;693;30;0
1797402;4;1;2;2;86110491;360;137;44;1
1722792;1;1;2;6;13530036;50;698;20;0
1485364;1;5;2;4;228172;1900;807;41;1
1689555;1;1;2;6;22810150;50;1;17;1
1721823;1;1;2;2;12210507;60;1;10;0
1684880;1;1;2;4;52520058;60;1;9;0
1682729;4;1;2;2;86110491;360;693;43;1
1799307;1;1;2;2;22620414;40;1;18;1
1831188;1;1;2;4;22810454;40;1;32;1
1815908;1;1;2;2;22620414;40;1;25;1
1730590;1;5;2;4;637201;2200;100;36;1
1719442;1;1;2;2;84710024;40;698;20;0
1851343;1;1;2;6;22620036;40;698;29;0
1724919;1;1;1;5;13120456;40;1;15;0
1857482;1;1;2;4;12210211;40;1;20;1
1543156;1;5;2;4;228185;1900;1;12;0
1870686;1;1;2;6;22620050;40;1;23;1
1752717;1;1;2;2;41310885;80;1;19;0
1721448;1;1;2;6;52410071;50;1;22;1
1851942;4;1;2;3;86110500;330;1;32;1
1851472;1;1;2;2;52440953;70;1;20;1
1732368;1;1;2;4;83820049;40;1;22;1
1768445;1;1;2;2;22430072;50;1;15;0
1898573;1;1;2;6;21710006;30;1;13;0
1681194;1;1;2;6;13530036;50;573;25;1
1691174;1;1;2;3;12210426;40;473;22;0
1695364;1;1;2;4;52520058;60;1;20;1
1891867;4;1;2;4;52520060;80;1;23;1
1741657;1;1;2;2;86120197;60;573;22;0
1896178;1;1;2;1;22620429;40;1;21;1
1681703;1;1;2;3;83830197;70;1;19;1
1851470;1;1;2;2;52440953;70;1;24;1
1675137;1;1;2;2;84240031;40;1;12;0
1714989;1;1;2;4;13120331;70;1;22;1
1800344;4;1;2;2;51240073;40;1;14;0
1809237;1;1;2;5;22620440;20;1;18;1
1848446;1;1;2;6;22310061;40;1;38;1
1893928;1;1;2;2;52441147;80;1;28;1
1803590;1;1;2;6;83220038;60;1;22;1
1798117;1;1;2;2;83610131;60;548;19;1
1755023;1;1;2;4;83830290;60;1;24;1
1691180;1;1;2;2;52441147;80;807;17;1
1719555;1;1;2;6;22410074;40;1;14;0
1736702;1;1;2;6;21730066;40;1;15;0
1725135;1;1;2;4;22220140;360;1;17;1
1506945;1;5;2;4;228172;1900;1;27;1
1831187;1;1;2;5;13120456;40;355;17;1
1805054;1;1;2;2;22510096;40;1;18;0
1731133;1;1;2;6;21710021;40;355;16;1
1849840;1;1;2;2;83610400;80;1;19;1
1845314;1;1;2;2;52440953;70;1;25;0
1868058;1;1;2;5;52250023;40;1;15;0
1579690;1;6;1;6;821226;3880;1;35;1
1716712;4;1;2;2;52442191;300;50;33;1
1825697;1;1;1;2;83420093;120;573;32;1
1328026;1;6;1;6;224130;3110;1;37;1
1898091;1;1;2;2;83610163;40;1;21;0
1851454;1;1;2;4;22810782;60;1;13;0
1893856;1;1;2;4;13120127;60;743;31;1
1675315;1;1;2;2;83830285;320;378;50;1
1728983;1;1;2;4;13120438;40;548;14;0
1881734;1;1;2;5;13410560;40;1;20;1
1739252;1;1;2;4;13120331;70;573;52;1
1727381;1;5;2;4;637201;2200;364;45;1
1685101;1;5;2;4;228185;1900;355;42;1
1732358;1;1;2;2;22620414;40;1;17;1
1801170;1;1;2;2;93530101;90;1;25;1
1740975;1;1;2;6;12230007;50;1;10;0
1675134;1;1;2;2;93920030;100;1;20;1
1826635;1;1;2;2;21120017;40;1;19;1
1805734;4;1;2;2;52442191;300;137;33;1
1893918;1;1;2;2;52441147;80;1;19;1
1855549;1;1;2;2;83220172;100;1;24;1
1695344;1;1;2;4;83830286;40;807;32;1
1695656;1;5;2;2;836114;1940;807;21;1
1897146;1;1;2;4;63410151;40;318;15;1
1695346;1;1;2;2;86110169;290;397;21;1
1822544;1;1;1;4;52441922;120;1;27;1
1676119;4;1;2;2;52430410;330;378;45;1
1682404;1;5;2;2;821225;2200;1;28;1
1898709;1;1;2;2;22620414;40;1;9;0
1898991;1;2;2;4;821236;880;1;25;1
1894874;1;1;2;2;83710208;40;698;23;1
1681090;1;1;2;2;22510048;40;1;25;1
1885820;1;1;2;4;83830290;60;1;33;1
1677502;1;1;2;1;93240137;60;318;21;1
1878184;1;1;2;4;83920032;80;1;14;0
1629981;1;5;2;2;837126;2200;142;24;1
1758646;1;1;2;4;22520077;40;318;16;0
1797680;1;1;2;2;83230037;40;1;20;0
1709402;1;1;2;3;12210426;40;1;29;1
1629964;1;5;1;4;838314;1760;1;23;1
1798133;1;1;2;4;22620374;70;1;23;1
1735742;1;1;2;2;52410128;40;1;16;1
1780992;1;1;2;4;22810249;40;698;24;0
1681128;1;1;2;4;13120331;70;1;18;1
1870720;1;1;2;4;83830286;40;845;48;1
1759779;1;1;2;1;76130595;40;455;25;1
1579633;1;6;2;6;223219;3740;1;37;1
1729276;1;1;2;6;22410074;40;1;17;1
1813417;1;1;2;2;21730062;40;1;12;0
1629155;1;6;2;4;228183;3840;1;20;1
1691502;1;1;2;2;22510127;40;318;17;0
1849858;1;1;2;6;52450045;60;473;31;0
1681298;1;6;2;6;821226;3880;1;31;1
1878246;1;1;2;2;52440953;70;1;23;1
1688450;1;1;2;4;86110359;60;1;18;1
1679976;1;5;2;4;228185;1900;290;30;1
1461908;1;5;2;6;861121;1400;1;32;1
1731256;1;1;1;6;22410074;40;1;16;1
1898574;1;1;2;6;13210027;60;1;13;0
1690385;5;1;2;5;41310377;140;1;36;1
1898078;1;1;2;4;13310182;40;1;15;1
1898362;1;1;2;6;84110003;40;698;14;0
1755569;4;1;2;2;21330023;330;212;93;1
1718093;1;1;1;5;12210516;40;1;26;1
1885796;1;1;2;6;83320004;100;1;17;1
1728953;1;1;2;6;13210268;40;1;24;1
1690392;1;1;2;6;52410071;50;397;11;0
1679559;1;1;2;3;22810756;60;256;32;1
1676385;4;1;2;2;52430410;330;693;41;1
1806896;1;1;2;5;22620440;20;1;16;1
1849422;1;1;2;4;13120331;70;1;27;1
1704364;1;1;2;6;22410074;40;1;19;1
1689625;1;1;2;5;22510037;40;397;10;0
1464909;1;5;1;2;226234;1945;1;36;1
1464917;1;5;2;4;228172;1900;212;25;1
1798135;1;1;2;4;51310026;40;1;30;0
1583879;1;5;2;2;834214;2200;1;25;1
1879657;1;1;2;2;82120024;40;698;21;1
1805114;1;1;2;4;13120127;60;585;23;1
1692537;1;1;2;2;22310138;60;318;14;0
1526106;1;5;2;4;228185;1900;318;38;1
1690387;1;1;2;2;12210480;60;548;20;1
1759661;1;1;2;4;13310393;80;318;22;1
1753918;1;1;2;2;22620414;40;1;18;1
1689594;1;1;2;2;52442200;40;1;26;1
1892974;1;1;2;6;41310120;60;1;17;0
1897512;1;1;2;4;84240165;60;1;10;0
1727150;1;1;2;3;13120287;40;698;41;1
1721208;1;1;2;6;13530036;50;300;27;0
1800348;4;1;2;6;41310120;60;1;19;1
1889699;1;1;2;6;41311069;80;1;13;0
1675133;1;1;2;6;63210014;20;397;24;1
1692552;1;1;2;3;13410413;40;698;34;1
1871926;1;1;2;4;84920079;40;300;21;1
1829780;1;1;2;2;84230194;50;1;19;1
1689595;1;1;2;4;86110359;60;1;22;1
1879490;1;1;2;6;22620036;40;698;25;1
1868145;1;1;2;2;22620414;40;1;19;1
1695282;1;1;2;5;52250023;40;1;19;0
1725153;1;1;2;3;12210426;40;399;16;1
1677612;1;1;2;6;52450045;60;1;18;0
1819799;1;1;2;4;63410151;40;318;13;0
1813430;1;1;2;4;83830286;40;585;33;1
1797403;4;1;2;2;86110491;360;1;35;0
1754050;1;1;2;4;13120241;40;100;20;1
1743580;1;1;2;6;83220038;60;1;23;1
1365882;1;6;1;6;228106;3410;1;28;1
1711935;1;1;2;2;21330020;80;1;34;1
1893851;1;1;2;2;22620414;40;1;20;1
1415797;1;5;2;4;228172;1900;1;24;1
1679974;1;5;2;4;228185;1900;622;30;1
1830115;4;1;2;2;84240136;280;780;28;1
1800093;1;1;2;2;83230020;40;318;15;1
1871987;1;1;2;2;83710208;40;698;19;1
1728968;1;1;2;2;52441147;80;1;23;1
1898086;1;1;2;4;83830286;40;137;38;1
1753255;1;5;2;2;935240;1890;1;27;1
1680799;1;1;2;4;13310182;40;318;22;1
1896188;1;1;2;4;83920032;80;1;23;1
1678640;1;1;1;2;84310049;40;318;18;0
1889569;1;1;2;4;12210211;40;1;32;1
1801167;1;1;2;2;22410185;80;1;18;1
1813045;1;6;2;6;225302;3760;1;30;1
1849199;1;1;2;6;83310004;120;212;17;0
1332244;1;6;2;2;217307;3480;1;12;0
1831337;1;1;2;6;84510042;80;142;18;1
1851482;1;1;2;2;82180017;60;1;38;1
1675605;4;1;2;6;52442194;300;378;39;1
1806406;1;1;2;2;21730122;40;548;30;1
1884835;1;1;2;2;83710208;40;698;24;1
1365890;1;6;2;6;228106;3410;100;27;0
1720167;1;1;2;2;22620414;40;1;16;1
1825160;1;1;2;4;84710080;90;212;26;1
1468463;1;5;3;2;838104;1900;1;19;0
1711441;1;1;2;4;13120241;40;318;26;0
1897517;1;1;2;2;22510048;40;1;20;0
1753869;1;1;2;6;21730045;40;548;18;1
1629966;1;6;2;6;525203;3360;1;32;1
1818061;1;1;2;6;66330007;40;1;20;1
1812995;1;6;2;6;223118;3480;1;25;1
1499540;1;5;2;2;935240;1890;807;23;0
1798113;1;1;2;4;13120331;70;1;15;0
1737588;1;1;2;3;83830185;70;1;22;0
1738717;4;1;2;1;83730044;350;548;43;1
1736336;1;1;2;6;41310120;60;1;26;1
1728955;1;1;2;6;41310121;60;1;11;0
1854293;1;1;2;2;52441147;80;1;15;1
1684464;1;1;2;4;83820049;40;807;27;1
1851441;1;1;2;3;83830197;70;1;31;1
1807581;1;1;2;4;52441154;50;1;24;1
1798112;1;1;2;6;22810150;50;1;17;1
1779990;1;1;2;4;52520054;40;1;23;1
1878642;1;1;2;4;86120350;50;1;20;1
1756209;1;1;2;6;41310121;60;1;19;1
1733769;1;1;2;2;22530004;40;318;22;1
1875548;1;1;2;6;22510006;40;1;18;1
1695988;1;1;2;6;83220038;60;807;11;0
1885778;1;1;2;6;83610204;80;548;18;1
1802866;4;1;2;5;83250023;308;573;20;1
1681988;4;1;2;1;93240132;80;1;21;1
1737979;1;1;2;2;52410367;40;1;7;0
1762526;1;1;2;4;86120350;50;1;17;1
1579685;1;6;2;6;525201;3310;1;35;1
1878261;1;1;2;2;52440804;40;1;19;1
1800140;5;1;1;4;22810411;40;1;12;0
1721455;1;1;2;2;52441147;80;1;17;1
1845191;1;1;2;6;22520051;40;1;17;0
1771583;1;1;2;4;13120241;40;100;20;1
1503024;1;5;2;4;228172;1900;1;38;1
1776744;1;1;2;6;52450045;60;1;23;1
1801695;1;1;2;6;41310120;60;455;18;0
1737967;1;1;2;6;22810150;50;1;18;1
1857975;1;1;2;4;22620372;40;1;21;1
1660434;1;6;2;5;621201;3610;1;42;1
1691189;1;1;2;4;86120350;50;1;19;1
1807583;1;1;2;2;22310138;60;397;36;1
1753894;1;1;2;5;3000035;40;1;26;1
1629136;1;6;2;6;224208;3720;1;19;0
1779599;1;1;2;4;22810381;40;698;24;1
1830629;1;1;1;1;22620425;120;1;18;1
1812679;4;1;2;2;52410387;280;785;45;1
1721500;1;1;2;6;83220038;60;807;24;1
1857844;1;1;2;4;13120331;70;1;18;0
1870256;1;1;2;6;22620036;40;698;20;1
1399365;1;6;2;6;821226;3880;1;31;0
1896189;1;1;2;4;52441595;40;1;17;1
1800320;1;1;2;3;52441343;40;807;17;1
1871984;1;1;2;4;84920079;40;698;11;0
1889436;1;1;2;2;52440953;70;1;23;1
1823781;1;1;2;5;22620440;20;142;16;1
1889376;1;1;2;2;22410163;40;1;21;0
1880849;1;1;2;6;84110003;40;573;20;1
1802675;1;1;2;6;21450003;72;1;12;0
1743494;1;1;2;4;13120438;40;318;18;0
1812309;1;1;2;6;83920011;50;1;22;1
1678643;1;1;2;4;13120241;40;318;22;1
1750688;1;6;1;6;224208;3720;1;28;1
1827820;1;1;2;2;22620414;40;1;11;0
1749447;1;5;2;6;834301;2820;698;32;1
1705987;1;1;2;6;84110003;40;698;25;1
1870709;1;1;2;2;11220053;70;1;19;1
1774248;1;1;2;4;83830290;60;212;28;1
1771538;1;1;2;6;13410330;20;548;15;0
1762799;1;1;2;3;12210459;42;1;27;1
1771540;1;1;2;6;41310575;80;1;19;1
1494045;1;5;2;6;831104;1500;1;16;0
1764350;1;1;2;6;22620050;40;1;16;1
1807569;1;1;2;2;93930033;90;137;28;0
1470440;1;5;2;4;228172;1900;1;22;1
1365884;1;6;1;6;228106;3410;1;27;0
1798116;1;1;2;2;86110443;66;548;21;1
1889379;1;1;2;2;52440804;40;807;20;1
1742441;1;1;2;4;13120242;60;318;23;1
1898079;1;1;2;6;22620050;40;1;16;1
1822266;1;1;2;2;22530006;50;318;19;1
1811475;1;1;2;2;52441147;80;1;17;0
1692498;1;1;2;3;83830185;70;290;25;1
1774097;1;1;2;3;66210435;20;698;30;1
1852892;1;1;2;4;83830286;40;1;25;1
1753867;1;1;2;2;86110053;60;1;32;1
1685668;4;1;2;2;52442191;300;573;34;1
1719189;1;1;2;2;52441147;80;824;18;1
1774250;1;1;2;1;66330006;60;130;25;1
1580060;1;6;2;5;621201;3610;1;33;1
1866252;1;1;2;4;96150300;20;698;17;1
1898708;1;1;2;5;22620440;20;1;24;1
1843441;1;1;2;3;52441744;80;1;17;1
1885361;1;1;2;1;22620429;40;1;17;0
1893854;1;1;2;5;21720158;24;1;20;1
1738049;1;1;2;2;84220293;60;1;20;1
1774278;1;1;2;6;22410074;40;1;14;0
1791349;1;1;2;2;52441147;80;1;28;1
1882408;1;1;2;6;21450020;60;1;16;1
1780019;1;1;2;4;83810317;40;1;27;1
1776731;1;1;2;6;13210021;40;548;14;0
1677992;1;5;2;2;936167;1940;698;29;1
1878212;1;1;2;4;52441154;50;1;20;1
1821020;1;1;2;2;52410387;280;318;37;1
1415318;1;5;2;4;228172;1900;1;23;1
1814003;1;1;2;2;21340010;30;1;21;1
1859127;1;1;2;3;83830185;70;130;38;1
1779987;1;1;2;6;84110003;40;824;20;1
1865679;4;1;2;3;2000003;320;212;18;1
1474176;1;5;2;4;228172;1900;22;28;1
1755725;1;1;1;4;84240166;80;1;17;1
1898092;1;1;2;2;22620414;40;1;16;1
1897516;1;1;2;2;22620414;40;1;15;0
1821273;1;1;2;2;22620414;40;1;19;1
1871748;1;1;2;6;22620050;40;573;12;0
1799628;1;1;2;2;22620158;40;1;23;1
1851690;3;1;2;2;52441147;80;1;32;1
1776743;1;1;2;2;83930041;40;473;20;1
1689635;1;1;2;2;12210480;60;532;15;0
1490110;1;5;2;6;831104;1500;1;23;0
1494746;1;5;2;4;228172;1900;256;29;1
1792614;1;1;2;6;63550300;20;698;36;1
1387788;1;6;2;6;228181;3885;100;47;1
1775720;1;1;2;4;52520055;60;1;17;1
1690390;1;1;2;3;12210426;40;473;24;1
1892978;1;1;2;5;13120456;40;1;17;1
1798130;1;1;2;5;41310377;140;1;32;1
1846698;1;1;2;2;83230037;40;1;16;1
1832123;1;1;2;2;83610191;80;318;17;1
1819066;1;1;2;4;22640038;150;1;24;1
1893922;1;1;2;1;73110062;40;1;21;1
1857857;1;1;2;1;76110037;40;392;20;1
1818201;1;1;2;1;76130584;40;318;23;1
1828803;1;1;2;2;52441941;90;1;21;1
1882697;1;1;2;2;22510127;40;318;19;0
1754124;4;1;2;5;83250023;308;821;41;1
1741905;1;1;2;1;66330006;60;130;23;1
1852961;1;1;2;1;93240137;60;698;24;1
1828764;1;1;2;2;52430398;70;1;19;1
1878640;1;1;2;6;22810150;50;1;20;1
1822391;1;1;1;6;66330107;100;1;18;1
1771499;1;1;2;5;3000035;40;1;14;0
1860632;1;1;2;4;21720162;80;1;14;0
1780021;1;1;2;4;52520058;60;1;13;0
1716066;1;1;2;6;41310121;60;1;18;0
1885337;1;1;2;4;86110359;60;1;48;1
1893920;1;1;2;2;83230067;80;1;15;0
1835395;1;1;2;4;66210548;40;698;21;1
1764432;1;1;2;4;22810381;40;573;25;1
1615757;1;5;1;2;832221;2200;743;29;1
1704191;1;1;2;3;22810756;60;548;13;0
1495058;1;5;2;6;832221;1475;1;22;0
1876339;1;1;1;6;66330107;100;318;16;1
1764373;1;1;2;2;22510012;40;1;10;0
1699411;1;1;2;6;22410074;40;1;19;1
1740084;1;1;1;4;13120331;70;1;15;1
1851688;1;1;2;2;21340010;30;1;16;1
1802718;1;1;2;4;13120242;60;1;13;0
1859117;1;1;2;6;22810150;50;1;16;1
1811263;1;1;2;2;12210298;70;1;18;1
1753897;1;1;2;4;13120438;40;1;17;1
1819065;4;1;2;1;76110037;40;1;20;0
1854386;1;1;2;3;12210426;40;473;13;0
1891812;1;1;2;4;63410151;40;809;15;1
1860618;1;1;2;4;86110359;60;1;32;1
1675143;4;1;2;3;2000003;320;212;18;0
1764123;1;1;2;4;22810381;40;573;35;1
1792459;1;1;2;4;21710085;40;142;14;0
1688010;1;1;2;2;12210298;70;418;18;1
1889354;1;1;2;6;13210268;40;1;23;1
1858716;4;1;1;2;83830285;320;450;34;1
1878631;1;1;2;5;13120126;32;548;22;1
1860568;1;1;2;6;22520051;40;1;16;1
1824579;1;1;2;4;63410151;40;318;15;1
1752652;1;1;2;2;52441147;80;807;23;1
1857572;1;1;2;4;83830290;60;807;49;1
1880944;1;1;2;4;13120127;60;364;40;1
1737963;1;1;2;6;84110003;40;824;27;1
1679975;1;5;2;4;228185;1900;256;30;1
1711953;1;1;2;5;13210303;40;473;20;1
1428270;1;6;1;6;525203;3360;698;29;1
1690391;1;1;2;3;12210426;40;473;21;1
1875549;1;1;2;4;41520019;50;1;17;1
1711960;1;1;2;4;13120331;70;1;18;1
1873213;1;1;2;4;83810317;40;1;22;1
1737978;1;1;2;4;13120241;40;100;25;1
1797833;1;1;2;4;83830290;60;548;19;1
1803591;1;1;2;4;86120350;50;1;16;1
1750384;1;1;2;2;84220293;60;1;22;1
1843440;1;1;2;6;83510009;60;1;14;0
1729281;1;1;2;2;22620414;40;573;17;1
1700282;1;1;2;6;13120041;40;1;26;1
1693227;4;1;2;2;21330023;330;450;32;0
1742201;1;1;2;4;52520055;60;50;25;1
1876563;1;1;2;4;21450072;20;1;13;0
1705853;1;1;2;5;13210302;40;355;16;1
1863575;1;1;2;4;63410151;40;318;17;1
1678373;1;5;2;2;841105;2200;1;31;1
1897514;1;1;2;6;13210021;40;1;8;0
1695351;1;1;2;2;83930101;50;1;25;1
1871765;1;1;2;2;52440953;70;1;26;1
1721453;1;1;2;4;22810570;50;743;27;1
1896190;1;1;2;6;52440634;30;1;20;1
1821144;1;1;2;4;21710085;40;142;12;0
1815758;1;1;2;5;22620440;20;300;16;1
1745681;1;1;2;4;83830286;40;1;30;0
1875547;1;1;2;3;83830197;70;585;37;0
1878630;1;1;2;6;21730045;40;1;28;0
1738983;4;1;2;2;21450156;250;142;30;1
1728969;1;1;2;6;52410073;50;1;25;1
1737962;1;1;2;2;52450347;60;1;24;1
1700272;1;1;2;4;62120129;80;1;17;0
1709428;1;1;2;6;83930002;50;1;20;1
1780652;4;1;2;2;52430410;330;693;39;1
1813480;1;1;2;1;66330006;60;548;23;1
1884196;1;1;2;3;13120287;40;212;35;1
1461905;1;5;2;6;841101;1710;1;34;1
1783198;1;1;2;5;22810239;70;399;20;0
1762473;1;1;2;4;12210506;20;300;37;1
1788882;1;1;2;6;13210021;40;399;20;1
1792613;1;1;2;1;22620425;120;1;23;0
1769538;1;1;2;4;52520058;60;1;15;1
1674449;1;1;2;2;93510120;90;1;21;0
1688009;1;1;2;2;12210298;70;418;12;0
1811270;1;1;2;5;22620440;20;1;50;1
1898570;1;1;2;4;13120127;60;743;19;1
1705859;1;1;2;6;22810120;40;397;11;0
1819061;1;1;2;4;83830290;60;1;26;0
1554684;1;5;2;6;837126;1940;573;34;1
1705857;1;1;2;2;21120017;40;1;15;1
1781719;1;1;2;4;52520055;60;1;15;0
1898714;1;1;2;1;73130083;40;1;23;1
1705858;4;1;2;4;22620374;70;1;18;1
1516962;1;5;2;4;228172;1900;1;29;1
1690379;1;1;2;6;83510007;40;1;15;1
1876612;1;1;2;6;22620036;40;698;20;0
1819060;1;1;2;6;52440113;60;1;20;1
1860619;1;1;2;2;22510012;40;1;9;0
1890386;1;1;2;4;84220129;80;1;13;0
1678511;1;1;2;2;86110064;60;318;17;0
1755753;1;1;2;6;52440146;50;698;21;0
1762542;1;1;2;2;11110044;40;1;14;0
1801121;1;1;2;6;22510006;40;1;21;1
1742363;1;1;2;4;83930128;40;1;22;0
1892991;1;1;2;6;41310120;60;50;27;1
1771534;1;1;2;6;93510436;60;1;12;0
1752551;1;6;2;6;921206;3740;1;36;1
1865891;1;1;2;2;86110079;80;1;30;1
1885779;1;1;2;2;84220293;60;548;19;1
1705850;1;1;2;2;83310014;60;392;30;1
1729279;1;1;2;5;13120171;20;548;15;0
1703221;1;1;2;2;52450408;60;1;23;1
1716996;1;1;2;4;13120241;40;318;24;1
1885362;1;1;2;2;22620414;40;1;22;1
1845589;1;1;2;6;41310120;60;1;12;0
1857569;1;1;2;4;63410151;40;318;20;1
1765693;1;1;2;6;13120041;40;698;28;1
1808602;1;1;2;2;86120197;60;455;29;1
1737966;1;1;2;4;52440640;52;1;25;1
1700274;1;4;2;2;836121;885;548;19;1
1500471;1;5;2;4;228172;1900;1;35;1
1898407;1;1;2;2;52440953;70;1;15;1
1898787;1;2;2;4;821236;880;1;29;1
1804535;4;1;2;2;93430020;300;1;38;1
1787229;1;1;2;4;11110098;40;1;18;1
1793700;1;1;2;2;84220230;70;1;23;1
1797159;4;1;2;2;84240136;280;110;20;1
1804028;1;1;2;2;52440953;70;1;22;1
1856548;1;1;2;6;52442194;300;698;18;1
1806434;1;1;2;4;22620374;70;1;20;1
1708031;4;1;2;3;86110500;330;743;35;1
1804107;1;1;2;4;52520055;60;50;34;1
1700287;1;1;2;1;83510031;230;1;22;1
1700320;1;5;2;4;634215;1760;50;41;1
1773596;1;1;2;2;52441147;80;1;23;0
1834859;1;1;2;2;83230037;40;1;24;1
1771517;1;1;2;3;52442005;70;1;12;0
